Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge
0562-FGDCR,Female,61,Yes,3,9,72,None,21.84,Two Year,74.55
0562-HKHML,Male,39,Yes,1,9,71,Offer A,18.99,Two Year,23.9
0564-JJHGS,Male,45,No,0,0,9,None,19.22,Month-to-Month,95.5
0564-MUUQK,Female,28,Yes,2,5,20,None,38.71,Month-to-Month,95.5
0565-IYCGT,Male,51,No,0,0,69,Offer A,29.38,One Year,78.6
0565-JUPYD,Male,26,No,0,0,63,None,21.45,One Year,104.5
0567-GGCAC,Female,38,No,0,0,7,None,15.84,Month-to-Month,61.4
0568-ONFPC,Male,34,Yes,1,1,5,Offer E,40.05,Month-to-Month,25.9
0570-BFQHT,Female,38,No,0,0,9,None,32.57,Month-to-Month,80.55
0572-ZJKLT,Female,32,Yes,1,10,46,Offer B,49.26,Two Year,99.65
0575-CUQOV,Male,76,Yes,0,10,60,Offer B,17.05,One Year,97.95
0576-WNXXC,Male,70,Yes,0,1,27,None,39.49,Month-to-Month,95.55
0577-WHMEV,Female,19,Yes,0,2,16,Offer D,27.83,Month-to-Month,90.7
0578-SKVMF,Female,23,Yes,0,4,22,None,4.01,Month-to-Month,83.3
0580-PIQHM,Female,21,Yes,1,7,41,Offer B,14.73,One Year,101.6
0581-BXBUB,Female,76,No,0,0,4,None,35.67,Two Year,72.75
0581-MDMPW,Female,63,No,0,0,24,Offer C,44.09,Month-to-Month,88.95
0582-AVCLN,Female,43,No,0,0,38,None,43.19,Two Year,20.3
0584-BJQGZ,Female,19,No,0,0,25,None,28.05,Month-to-Month,78.35
0585-EGDDA,Male,41,Yes,0,8,40,Offer B,39.22,Month-to-Month,80.0
0587-DMGBH,Female,48,No,0,0,8,None,37.79,Month-to-Month,49.85
0594-UFTUL,Male,35,Yes,3,1,13,Offer D,40.2,Month-to-Month,19.85
0595-ITUDF,Male,21,Yes,1,0,64,None,34.58,Month-to-Month,91.8
0596-BQCEQ,Female,32,Yes,0,1,62,None,48.58,Month-to-Month,100.15
0599-XNYDO,Female,51,Yes,0,0,20,None,43.49,Month-to-Month,69.8
0602-DDUML,Female,21,No,0,0,57,None,36.14,Two Year,69.75
0603-OLQDC,Male,41,No,1,0,12,Offer D,27.07,Month-to-Month,69.85
0603-TPMIB,Female,40,Yes,2,0,59,Offer B,42.37,Two Year,25.45
0604-THJFP,Female,40,Yes,0,4,59,Offer B,8.28,Two Year,75.95
0607-DAAHE,Male,62,No,0,0,53,Offer B,26.21,Two Year,19.75
0607-MVMGC,Male,33,Yes,0,3,45,None,39.82,One Year,78.75
0608-JDVEC,Male,55,Yes,0,5,50,Offer B,1.87,Two Year,19.8
0611-DFXKO,Male,35,Yes,0,1,20,Offer D,18.05,Month-to-Month,89.0
0613-WUXUM,Female,38,Yes,3,1,70,None,38.63,Two Year,19.2
0617-FHSGK,Male,62,No,0,0,49,None,19.08,Month-to-Month,75.2
0618-XWMSS,Male,60,No,0,0,28,Offer C,44.28,Month-to-Month,74.9
0619-OLYUR,Male,32,Yes,0,1,72,None,47.83,Two Year,111.9
0620-DLSLK,Female,47,No,0,0,13,None,34.18,Month-to-Month,81.9
0620-XEFWH,Male,41,Yes,1,1,4,Offer E,39.04,Month-to-Month,18.85
0621-CXBKL,Female,62,No,0,0,53,Offer B,10.32,Two Year,18.7
0621-HJWXJ,Female,54,Yes,0,1,63,Offer B,21.15,Month-to-Month,81.55
0621-TSSMU,Male,29,Yes,0,0,56,None,48.87,One Year,19.95
0621-TWIEM,Male,28,No,0,0,10,Offer D,34.44,Month-to-Month,45.55
0623-EJQEG,Male,50,No,0,0,65,Offer B,2.72,One Year,93.55
0623-GDISB,Female,63,No,0,0,1,None,16.42,Month-to-Month,48.45
0625-AFOHS,Female,40,Yes,1,5,29,Offer C,34.44,Two Year,20.2
0626-QXNGV,Female,55,Yes,0,7,72,None,37.98,Two Year,24.15
0628-CNQRM,Male,49,Yes,0,1,22,None,19.8,One Year,67.5
0634-SZPQA,Female,64,No,0,0,23,None,3.55,Month-to-Month,90.05
0635-WKOLD,Male,33,Yes,0,0,40,Offer B,23.74,One Year,70.75
0637-KVDLV,Male,30,No,0,0,2,Offer E,17.22,Month-to-Month,76.5
0637-UBJRP,Male,40,Yes,0,5,13,Offer D,29.92,Month-to-Month,84.05
0637-YLETY,Female,39,No,0,0,16,Offer D,18.99,Month-to-Month,95.6
0639-TSIQW,Female,28,No,0,0,67,Offer A,37.5,Month-to-Month,102.95
0640-YJTPY,Male,19,Yes,1,3,72,Offer A,5.7,Two Year,21.0
0641-EVBOJ,Male,61,No,0,0,3,None,44.97,Month-to-Month,82.3
0643-OKLRP,Female,73,Yes,0,1,47,None,38.31,Month-to-Month,80.35
0644-OQMDK,Male,69,No,0,0,4,Offer E,6.18,Month-to-Month,70.65
0650-BWOZN,Female,71,No,0,0,18,None,7.51,Two Year,73.55
0654-HMSHN,Male,45,Yes,0,1,21,Offer D,42.65,Month-to-Month,104.4
0654-PQKDW,Female,58,Yes,2,5,62,None,42.05,One Year,70.75
0655-RBDUG,Male,32,No,0,0,7,Offer E,9.25,Month-to-Month,98.05
0655-YDGFJ,Male,34,No,0,0,29,Offer C,10.06,Month-to-Month,48.95
0657-DOGUM,Female,35,Yes,0,1,48,Offer B,44.72,One Year,60.6
0661-KBKPA,Male,43,Yes,3,7,53,None,31.86,One Year,78.75
0661-KQHNK,Female,38,Yes,3,0,6,None,30.01,One Year,19.0
0661-WCQNQ,Male,56,Yes,0,8,22,Offer D,7.68,One Year,56.25
0665-XHDJU,Male,21,Yes,0,7,72,None,34.95,Two Year,99.4
0666-UXTJO,Male,80,Yes,0,4,34,Offer C,29.66,Month-to-Month,85.2
0667-NSRGI,Female,45,Yes,0,3,48,None,17.03,One Year,69.55
0670-ANMUU,Male,47,No,0,0,71,None,16.57,One Year,97.65
0670-KDOMA,Female,42,No,0,0,1,Offer E,28.18,Month-to-Month,20.25
0673-IGUQO,Male,26,No,0,0,1,None,30.09,Month-to-Month,20.45
0674-DGMAQ,Male,78,Yes,0,9,32,Offer C,43.54,Two Year,93.5
0674-EYYZV,Female,41,No,0,0,1,None,36.33,Month-to-Month,54.65
0674-GCDXG,Male,20,No,0,0,63,Offer B,42.59,Two Year,71.9
0675-NCDYU,Female,61,Yes,2,1,72,Offer A,28.86,Two Year,116.4
0678-RLHVP,Female,33,No,0,0,53,Offer B,12.92,Two Year,105.55
0679-IDSTG,Female,73,Yes,0,1,1,None,37.3,Month-to-Month,69.25
0679-TDGAK,Male,29,Yes,1,1,50,None,31.83,One Year,75.5
0680-DFNNY,Male,62,Yes,0,1,15,None,40.7,Month-to-Month,101.1
0682-USIXD,Female,40,Yes,0,7,21,None,14.81,Month-to-Month,86.05
0684-AOSIH,Male,42,Yes,0,1,1,None,12.04,Month-to-Month,95.0
0685-MLYYM,Female,74,No,0,0,2,Offer E,9.86,Month-to-Month,70.75
0687-ZVTHB,Male,24,Yes,0,1,65,Offer B,26.75,One Year,72.45
0689-DSXGL,Female,61,Yes,1,3,52,Offer B,16.87,Month-to-Month,85.8
0689-NKYLF,Male,42,No,0,0,13,Offer D,35.4,Month-to-Month,83.2
0690-SRQID,Male,20,No,0,0,4,Offer E,18.28,Month-to-Month,19.65
0691-IFBQW,Female,65,No,0,0,46,None,2.37,One Year,110.0
0691-JVSYA,Female,24,Yes,0,5,53,None,40.62,One Year,94.85
0691-NIKRI,Female,41,No,0,0,40,Offer B,16.73,One Year,105.95
0696-UKTOX,Male,64,No,1,0,23,None,8.4,Month-to-Month,54.15
0697-ZMSWS,Male,19,No,0,0,4,None,6.91,Month-to-Month,85.65
0701-RFGFI,Female,56,Yes,6,6,49,Offer B,8.18,Month-to-Month,95.4
0701-TJSEF,Male,45,No,0,0,9,Offer E,32.31,Month-to-Month,68.25
0702-PGIBZ,Male,28,No,0,0,4,Offer E,26.16,Month-to-Month,101.7
0704-VCUMB,Female,64,Yes,0,1,61,None,10.94,Two Year,20.25
0707-HOVVN,Female,79,No,0,0,70,Offer A,47.27,Two Year,75.5
0708-LGSMF,Male,56,Yes,0,1,13,Offer D,14.32,Month-to-Month,65.85
0708-SJDIS,Female,32,No,0,0,34,Offer C,45.28,Month-to-Month,65.0
0709-TVGUR,Female,70,No,0,0,9,None,17.56,Month-to-Month,74.55
0716-BQNDX,Male,77,No,0,0,57,None,2.21,Two Year,93.75
0719-SYFRB,Female,52,No,0,0,12,Offer D,36.24,Month-to-Month,61.65
0722-SVSFK,Female,45,No,0,0,7,None,39.02,Month-to-Month,100.4
0722-TROQR,Female,68,No,0,0,4,None,26.23,Month-to-Month,74.9
0723-DRCLG,Female,73,Yes,0,1,1,None,31.27,Month-to-Month,74.45
0723-FDLAY,Male,54,No,0,0,44,Offer B,49.57,One Year,85.25
0725-CXOTM,Female,29,No,0,0,36,None,44.7,One Year,89.65
0727-BMPLR,Female,66,No,0,0,55,None,37.38,One Year,100.0
0727-BNRLG,Male,41,No,0,0,69,Offer A,49.35,Two Year,97.65
0727-IWKVK,Male,35,Yes,0,0,9,Offer E,19.18,Month-to-Month,79.9
0730-BGQGF,Male,48,Yes,3,1,71,Offer A,15.71,Two Year,90.3
0730-KOAVE,Male,53,No,0,0,30,Offer C,41.66,Month-to-Month,94.3
0731-EBJQB,Female,24,Yes,0,3,52,Offer B,5.65,One Year,20.4
0732-OCQOC,Female,30,Yes,0,10,52,Offer B,5.32,Two Year,25.05
0733-VUNUW,Male,43,No,0,0,24,None,8.99,Month-to-Month,55.65
0734-OXWBT,Male,44,No,1,0,3,Offer E,25.04,Month-to-Month,70.7
0742-LAFQK,Male,52,Yes,0,1,72,None,28.86,Two Year,99.15
0742-MOABM,Male,50,Yes,0,2,4,None,9.67,Month-to-Month,50.05
0742-NXBGR,Female,64,No,0,0,1,Offer E,33.41,Month-to-Month,82.3
0743-HNPFG,Female,50,Yes,0,2,51,None,17.95,One Year,69.75
0744-BIKKF,Male,39,No,0,0,72,Offer A,11.41,Two Year,86.65
0744-GKNGE,Female,31,Yes,2,0,64,Offer B,27.74,Month-to-Month,86.8
0748-RDGGM,Male,38,Yes,0,1,70,None,39.63,One Year,109.5
0750-EBAIU,Male,43,No,0,0,52,Offer B,31.31,One Year,91.25
0750-EKNGL,Male,44,No,0,0,7,Offer E,47.19,Month-to-Month,20.75
0754-EEBDC,Male,25,Yes,1,1,4,Offer E,24.57,Two Year,19.9
0754-UKWQP,Male,63,No,0,0,2,None,37.43,Month-to-Month,95.85
0757-WCUUZ,Male,29,Yes,3,1,54,Offer B,36.09,Two Year,63.35
0761-AETCS,Female,58,No,0,0,1,Offer E,25.62,Month-to-Month,19.3
0771-CHWSK,Male,56,No,0,0,66,Offer A,45.57,Two Year,74.6
0771-WLCLA,Female,49,Yes,1,8,16,Offer D,46.45,Month-to-Month,112.95
0772-GYEQQ,Male,33,No,0,0,3,Offer E,49.4,Month-to-Month,88.35
0774-IFUVM,Male,19,Yes,2,7,11,None,16.71,Month-to-Month,65.15
0780-XNZFN,Male,60,No,0,0,57,None,1.69,Two Year,20.65
0781-LKXBR,Male,65,No,0,0,9,None,48.71,Month-to-Month,100.5
0784-GTUUK,Male,26,Yes,0,6,62,None,32.28,One Year,23.75
0784-ZQJZX,Male,22,No,1,0,72,None,31.93,Two Year,19.9
0786-IVLAW,Female,72,No,0,0,66,None,3.57,One Year,108.1
0787-LHDYT,Male,36,No,0,0,16,Offer D,33.44,Month-to-Month,20.6
0788-DXBFY,Male,54,Yes,0,3,58,Offer B,27.93,One Year,19.55
0793-TWELN,Female,27,No,0,0,4,Offer E,6.5,Month-to-Month,80.15
0794-YVSGE,Male,29,Yes,1,9,72,Offer A,27.16,Two Year,20.3
0795-GMVQO,Male,36,Yes,0,1,67,None,23.13,One Year,109.9
0795-LAFGP,Male,25,Yes,0,1,71,None,3.57,Two Year,90.4
0795-XCCTE,Male,80,No,0,0,72,Offer A,26.01,Two Year,25.4
0799-DDIHE,Female,24,Yes,3,7,15,Offer D,24.27,Month-to-Month,46.3
0804-YGEQV,Female,59,Yes,1,9,43,Offer B,28.03,One Year,24.45
0807-ZABDG,Female,43,No,2,0,3,Offer E,26.04,Month-to-Month,55.1
0810-BDHAW,Female,54,Yes,0,4,24,None,31.62,One Year,78.4
0810-DHDBD,Female,31,No,0,0,52,None,21.38,One Year,74.0
0812-WUPTB,Male,65,Yes,0,1,1,Offer E,49.6,Month-to-Month,70.85
0813-TAXXS,Male,48,No,0,0,55,None,26.3,Two Year,77.8
0815-MFZGM,Female,54,Yes,0,9,42,None,1.31,Two Year,99.0
0816-TSPHQ,Male,35,No,0,0,2,None,27.67,Month-to-Month,20.75
0817-HSUSE,Male,26,No,0,0,1,None,5.63,Month-to-Month,75.5
0818-OCPZO,Male,80,No,0,0,27,None,42.91,Month-to-Month,81.45
0820-FNRNX,Male,48,Yes,3,1,17,Offer D,29.87,Month-to-Month,66.7
0822-QGCXA,Female,76,Yes,0,5,27,Offer C,3.43,Month-to-Month,83.85
0824-VWDPO,Female,58,No,0,0,45,None,1.57,One Year,96.75
0825-CPPQH,Female,26,Yes,0,2,71,None,39.44,Two Year,19.1
0827-ITJPH,Male,33,No,0,0,36,Offer C,8.5,Two Year,18.55
0829-DDVLK,Female,58,No,0,0,15,None,9.74,One Year,20.1
0829-XXPLX,Female,48,No,0,0,20,None,30.52,Month-to-Month,89.4
0831-JNISG,Male,52,Yes,2,9,71,Offer A,23.34,Two Year,19.8
0835-DUUIQ,Female,55,No,0,0,24,None,47.31,One Year,21.05
0835-JKADZ,Female,29,No,0,0,71,None,41.92,Two Year,111.25
0839-JTCUD,Female,31,Yes,0,9,66,None,36.36,Two Year,89.9
0839-QNXME,Female,35,No,0,0,30,None,9.27,Two Year,19.4
0840-DCNZE,Male,33,No,0,0,47,Offer B,36.78,One Year,-2.0
0840-DFEZH,Female,63,No,0,0,7,None,25.17,Month-to-Month,75.35
0842-IWYCP,Female,19,No,0,0,46,None,40.32,Month-to-Month,44.95
0843-WTBXE,Male,38,No,0,0,53,None,16.43,Month-to-Month,85.45
0847-HGRML,Male,44,No,2,0,62,None,24.48,Two Year,20.0
0848-ZGQIJ,Female,56,Yes,0,3,16,Offer D,10.5,Month-to-Month,94.65
0851-DFJKB,Female,57,No,0,0,15,None,30.54,Month-to-Month,58.95
0853-NWIFK,Female,27,No,0,0,45,None,1.03,One Year,100.3
0853-TWRVK,Male,59,Yes,0,5,72,None,6.15,Two Year,105.6
0854-UYHZD,Female,21,Yes,3,1,13,None,42.23,Two Year,19.55
0856-NAOES,Male,29,No,0,0,6,Offer E,45.67,Month-to-Month,60.9
0859-YGKFW,Male,56,Yes,3,1,18,Offer D,28.06,One Year,20.05
0862-PRCBS,Female,32,Yes,3,6,68,None,16.09,Two Year,103.75
0864-FVJNJ,Female,63,Yes,1,1,64,Offer B,6.83,One Year,113.35
0866-QLSIR,Female,53,No,0,0,34,Offer C,34.41,One Year,64.4
0867-LDTTC,Male,51,No,0,0,5,None,45.69,Month-to-Month,75.15
0867-MKZVY,Female,26,Yes,1,5,20,None,36.6,Month-to-Month,82.4
0868-VJRDR,Male,61,Yes,0,1,64,None,4.76,Two Year,104.05
0869-PAPRP,Female,68,Yes,0,4,26,None,46.24,Two Year,85.7
0870-VEMYL,Female,34,No,0,0,5,Offer E,24.32,Month-to-Month,53.85
0871-OPBXW,Female,57,No,0,0,2,Offer E,6.85,Month-to-Month,20.05
0871-URUWO,Male,36,Yes,0,1,13,None,30.55,Month-to-Month,102.25
0872-CASZJ,Male,30,Yes,0,1,59,Offer B,20.5,One Year,69.1
0872-JCPIB,Male,47,No,0,0,17,Offer D,47.45,Month-to-Month,65.75
0872-NXJYS,Female,40,No,0,0,9,None,45.41,Month-to-Month,79.55
0875-CABNR,Female,70,No,0,0,10,None,16.85,Month-to-Month,84.6
0876-WDUUZ,Female,62,No,0,0,5,Offer E,43.51,Month-to-Month,85.4
0877-SDMBN,Female,20,No,0,0,54,None,43.47,One Year,103.95
0880-FVFWF,Male,32,No,0,0,56,Offer B,37.15,Month-to-Month,86.4
0880-TKATG,Male,21,Yes,0,3,4,Offer E,9.56,Month-to-Month,101.15
0883-EIBTI,Female,23,No,0,0,2,None,28.02,Month-to-Month,19.5
0885-HMGPY,Male,55,No,0,0,62,Offer B,41.13,Two Year,69.4
0886-QGENL,Female,72,Yes,0,1,27,None,45.82,Month-to-Month,101.25
0887-HJGAR,Male,57,No,0,0,1,Offer E,5.55,Month-to-Month,45.7
0887-WBJVH,Female,29,Yes,0,1,53,Offer B,38.35,One Year,93.45
0895-DQHEW,Male,47,Yes,0,1,54,None,35.46,Month-to-Month,104.3
0895-LMRSF,Male,34,No,0,0,23,None,46.4,One Year,64.9
0895-LNKRC,Male,53,Yes,3,10,6,Offer E,1.57,One Year,19.45
0897-FEGMU,Female,43,Yes,0,1,11,Offer D,31.08,Month-to-Month,99.5
0898-XCGTF,Male,46,Yes,0,1,61,None,21.96,One Year,96.5
0899-LIIBW,Male,21,Yes,0,8,34,None,33.55,Month-to-Month,100.85
0899-WZRSD,Male,31,No,0,0,56,None,37.99,Month-to-Month,105.35
0902-RFHOF,Male,38,No,0,0,38,None,22.23,One Year,20.1
0902-XKXPN,Male,29,Yes,1,2,69,None,23.55,Two Year,20.2
0906-QVPMS,Male,29,Yes,0,4,72,Offer A,35.71,Two Year,115.15
0907-HQNTS,Female,74,Yes,0,8,70,Offer A,46.2,Two Year,113.0
0909-SELIE,Male,53,Yes,0,1,61,None,43.48,Two Year,80.8
0913-XWSCN,Male,29,Yes,2,1,55,Offer B,41.89,Month-to-Month,85.5
0916-KNFAJ,Male,37,Yes,0,1,61,Offer B,4.69,Two Year,69.9
0916-QOFDP,Female,79,Yes,1,5,14,None,14.39,Two Year,95.8
0917-EZOLA,Male,66,Yes,0,0,72,None,6.03,Two Year,104.15
0921-OHLVP,Male,35,No,0,0,22,Offer D,11.46,Month-to-Month,83.05
0923-PNFUB,Female,55,No,0,0,3,Offer E,46.36,Month-to-Month,83.75
0924-BJCRC,Female,70,Yes,0,6,60,Offer B,24.68,Two Year,89.45
0925-VYDLG,Female,40,No,0,0,3,None,17.87,Month-to-Month,75.25
0927-CNGRH,Male,42,No,3,0,1,None,30.63,Month-to-Month,19.55
0927-LCSMG,Male,23,No,0,0,7,Offer E,21.58,Month-to-Month,74.65
0928-XUTSN,Female,22,No,0,0,13,None,44.99,Month-to-Month,80.5
0929-HYQEW,Male,20,No,0,0,3,None,17.42,Month-to-Month,50.15
0929-PECLO,Female,74,No,0,0,63,Offer B,41.8,Two Year,89.6
0930-EHUZA,Female,33,No,0,0,36,None,44.87,One Year,76.35
0931-MHTEM,Female,36,No,0,0,54,None,34.27,One Year,100.05
0932-YIXYU,Female,50,No,0,0,47,None,8.85,Two Year,20.25
0936-NQLJU,Female,40,Yes,0,9,41,Offer B,8.44,Two Year,20.65
0939-EREMR,Female,40,No,1,0,13,Offer D,25.33,Month-to-Month,53.45
0939-YAPAF,Female,44,No,0,0,35,Offer C,10.49,Month-to-Month,100.25
0940-OUQEC,Male,54,No,0,0,10,Offer D,17.07,Month-to-Month,80.7
0942-KOWSM,Female,24,Yes,0,4,30,Offer C,15.94,Two Year,80.8
0943-ZQPXH,Male,46,Yes,1,2,44,None,26.25,Month-to-Month,92.95
0945-TSONX,Female,22,Yes,0,6,47,Offer B,29.15,Two Year,85.3
0946-CLJTI,Male,67,Yes,0,1,58,Offer B,3.18,Month-to-Month,98.7
0947-IDHRQ,Female,21,No,0,0,7,None,39.21,Month-to-Month,80.3
0947-MUGVO,Male,71,Yes,0,1,20,None,5.37,Month-to-Month,73.65
0952-KMEEH,Male,46,No,0,0,13,None,3.36,Month-to-Month,98.15
0956-ACVZC,Female,23,No,0,0,54,None,48.97,One Year,94.1
0956-SYCWG,Female,61,No,0,0,13,Offer D,33.13,One Year,19.65
0958-YHXGP,Female,25,No,0,0,7,None,30.99,Month-to-Month,69.9
0959-WHOKV,Male,28,No,0,0,42,Offer B,6.42,One Year,99.0
0960-HUWBM,Male,40,Yes,3,0,65,Offer B,39.52,Two Year,104.1
0961-ZWLVI,Male,35,No,3,0,49,None,4.76,One Year,109.2
0962-CQPWQ,Female,57,Yes,2,1,62,None,2.41,Two Year,20.3
0963-ZBDRN,Male,45,No,0,0,32,None,25.21,Month-to-Month,96.2
0967-BMLBD,Female,37,Yes,1,8,11,Offer D,49.19,One Year,20.0
0968-GSIKN,Female,23,No,0,0,1,Offer E,30.6,Month-to-Month,70.8
0969-RGKCU,Male,31,Yes,1,1,37,None,43.68,One Year,19.8
0970-ETWGE,Male,38,No,0,0,1,Offer E,42.46,Month-to-Month,89.55
0970-QXPXW,Female,28,No,0,0,1,None,42.42,Month-to-Month,19.65
0971-QIFJK,Female,57,Yes,0,10,69,Offer A,39.78,Two Year,24.25
0973-KYVNF,Female,59,Yes,0,6,72,None,43.12,Two Year,70.65
0975-UYDTX,Female,46,Yes,0,1,26,Offer C,25.63,One Year,90.1
0979-PHULV,Male,30,Yes,0,2,69,Offer A,48.8,Month-to-Month,99.45
0980-FEXWF,Male,32,Yes,1,4,26,Offer C,4.62,One Year,50.35
0983-TATYJ,Female,42,Yes,0,7,33,None,48.09,One Year,51.45
0988-AADSA,Female,40,Yes,2,5,72,Offer A,9.72,Two Year,80.85
0988-JRWWP,Female,50,No,0,0,3,None,41.38,Month-to-Month,54.2
0991-BRRFB,Male,31,No,0,0,18,None,20.86,Month-to-Month,49.4
0993-OSGPT,Female,78,Yes,0,2,68,None,40.55,One Year,60.65
0997-YTLNY,Female,59,No,2,0,19,Offer D,4.03,Month-to-Month,48.8
0999-QXNSA,Male,72,No,1,0,7,None,41.14,Two Year,45.75
1000-AJSLD,Male,25,No,0,0,1,None,4.11,Month-to-Month,20.1
1004-NOZNR,Male,71,No,2,0,56,Offer B,10.57,One Year,94.8
1009-IRMNA,Female,27,No,0,0,7,Offer E,16.04,Month-to-Month,20.0
1010-DIAUQ,Male,54,No,0,0,5,Offer E,20.86,Month-to-Month,96.5
1013-QCWAM,Female,73,Yes,0,0,66,Offer A,28.06,Two Year,100.8
1015-JPFYW,Male,47,No,2,0,7,None,49.16,One Year,19.45
1015-OWJKI,Male,46,No,0,0,1,None,5.02,Month-to-Month,19.05
1016-DJTSV,Male,66,No,0,0,8,Offer E,41.85,Two Year,69.7
1017-FBQMM,Female,47,Yes,2,8,62,Offer B,15.05,One Year,106.05
1020-JPQOW,Female,63,Yes,0,1,56,None,2.8,Month-to-Month,90.55
1022-RKXDR,Female,38,No,0,0,41,None,32.66,One Year,24.85
1023-BQXZE,Male,30,No,0,0,57,None,24.67,Two Year,74.35
1024-KPRBB,Female,63,No,0,0,38,Offer C,30.09,One Year,89.1
1024-VRZHF,Male,39,Yes,0,1,11,Offer D,21.58,Month-to-Month,-7.0
1025-FALIX,Female,49,No,0,0,26,None,37.51,Month-to-Month,69.05
1027-LKKQQ,Female,35,Yes,3,3,72,None,12.96,Two Year,80.45
1028-FFNJK,Male,79,Yes,0,1,30,Offer C,48.02,Month-to-Month,101.5
1029-QFBEN,Male,27,No,0,0,1,None,38.44,Month-to-Month,19.55
1031-IIDEO,Female,51,No,0,0,1,Offer E,27.05,Month-to-Month,70.85
1032-MAELW,Female,57,Yes,3,8,68,None,7.47,One Year,78.45
1035-IPQPU,Female,77,Yes,0,2,63,None,18.14,Month-to-Month,103.5
1036-GUDCL,Male,59,Yes,3,1,60,None,39.76,Month-to-Month,-9.0
1038-RQOST,Male,43,Yes,2,6,19,Offer D,4.7,Month-to-Month,20.6
1038-ZAGBI,Female,59,Yes,0,1,12,None,37.65,One Year,19.8
1041-RXHRA,Female,25,No,0,0,41,None,40.78,Month-to-Month,70.25
1042-HFUCW,Female,37,No,1,0,25,Offer C,39.9,One Year,54.75
1043-UXOVO,Female,25,No,0,0,71,Offer A,28.4,Two Year,113.15
1043-YCUTE,Male,19,Yes,0,1,56,Offer B,13.2,Two Year,25.15
1045-LTCYT,Female,54,Yes,3,5,8,None,43.05,Month-to-Month,21.05
1047-NNCBF,Male,56,No,0,0,20,None,3.8,Month-to-Month,70.55
1047-RNXZV,Male,57,No,0,0,43,None,3.18,Two Year,19.55
1051-EQPZR,Female,21,Yes,2,1,44,None,4.17,Month-to-Month,19.6
1051-GEJLJ,Female,19,No,0,0,2,None,27.17,Month-to-Month,19.5
1052-QJIBV,Female,28,Yes,2,1,71,Offer A,20.49,Two Year,19.9
1053-MXTTK,Female,63,Yes,1,1,72,None,14.46,Two Year,108.65
1057-FOGLZ,Female,44,No,0,0,18,Offer D,18.2,Month-to-Month,19.65
1060-ENTOF,Female,70,Yes,0,3,67,None,2.67,One Year,105.4
1061-PNTHC,Female,36,Yes,2,5,56,Offer B,13.94,Month-to-Month,109.6
1062-LHZOD,Male,49,Yes,0,0,1,None,4.99,Month-to-Month,69.9
1063-DHQJF,Male,56,Yes,3,2,69,Offer A,20.32,Two Year,92.15
1064-FBXNK,Male,55,Yes,1,5,1,None,47.46,One Year,19.85
1066-JKSGK,Male,29,No,0,0,1,None,33.58,Month-to-Month,20.15
1069-QJOEE,Male,47,Yes,1,0,25,None,18.87,One Year,19.9
1069-XAIEM,Female,68,No,0,0,1,None,16.37,Month-to-Month,85.05
1073-XXCZD,Male,54,Yes,0,1,55,None,12.21,Two Year,25.7
1074-AMIOH,Female,38,Yes,2,1,53,None,43.39,Month-to-Month,108.25
1074-WVEVG,Female,29,Yes,0,6,59,None,31.43,One Year,20.35
1075-BGWOH,Male,69,Yes,0,1,16,None,15.16,Month-to-Month,98.75
1077-HUUJM,Female,48,No,1,0,7,Offer E,28.5,Month-to-Month,71.05
1080-BWSYE,Male,76,Yes,0,0,64,None,29.43,Two Year,25.65
1084-MNSMJ,Female,63,Yes,0,10,51,Offer B,33.93,Two Year,85.5
1084-UQCHV,Male,35,No,0,0,1,Offer E,27.97,Month-to-Month,-7.0
1085-LDWAM,Female,24,Yes,2,5,69,None,23.47,One Year,20.35
1086-LXKFY,Female,46,Yes,0,1,1,Offer E,16.55,Month-to-Month,69.1
1087-GRUYI,Male,62,Yes,0,8,38,Offer C,6.97,Two Year,20.4
1087-UDSIH,Female,38,No,0,0,3,Offer E,13.28,Month-to-Month,19.6
1088-AUUZZ,Male,33,Yes,1,6,56,Offer B,37.58,Two Year,75.85
1088-CNNKB,Male,34,Yes,0,9,63,None,34.02,One Year,80.0
1089-HDMKP,Male,72,No,1,0,11,None,11.86,Two Year,54.55
1089-XZWHH,Female,43,Yes,3,5,24,None,46.3,Two Year,19.7
1090-ESELR,Male,47,Yes,0,8,72,Offer A,27.25,Two Year,105.5
1090-PYKCI,Female,19,Yes,3,1,69,Offer A,23.02,One Year,105.1
1091-SOZGA,Female,27,Yes,0,1,56,None,42.37,One Year,99.8
1092-GANHU,Male,62,No,0,0,17,None,30.61,Month-to-Month,76.65
1092-WPIVQ,Female,33,Yes,1,2,18,Offer D,39.56,Two Year,25.1
1093-YSWCA,Male,45,No,0,0,11,Offer D,17.12,Two Year,19.55
1095-JUDTC,Female,78,No,0,0,47,None,14.22,Month-to-Month,95.05
1095-WGNGG,Female,35,Yes,0,2,61,None,17.49,Two Year,101.05
1096-ADRUX,Female,34,Yes,1,1,66,None,37.84,One Year,74.25
1097-FSPVW,Female,42,No,0,0,42,Offer B,32.16,Month-to-Month,54.55
1098-KFQEC,Female,24,Yes,2,8,55,None,27.75,Two Year,19.4
1098-TDVUQ,Female,34,No,0,0,1,Offer E,9.44,Month-to-Month,19.25
1099-GODLO,Female,62,Yes,3,9,1,None,30.09,Two Year,20.35
1101-SSWAG,Female,60,Yes,0,1,15,None,31.13,Month-to-Month,51.1
