Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge,Customer Status
3865-YIOTT,0,40,1,1,1,72,None,11.67,One Year,106.1,0
6077-BDPXA,1,56,0,0,0,3,None,5.63,Month-to-Month,70.15,0
2725-IWWBA,0,52,1,2,9,46,Offer B,38.45,One Year,56.9,0
2380-DAMQP,1,63,1,0,10,72,None,40.59,Two Year,115.15,0
6437-UKHMV,1,31,0,0,0,7,None,28.92,Month-to-Month,79.7,1
4627-MIHJH,1,72,0,0,0,69,None,23.4,Two Year,110.25,0
2960-NKRSO,0,60,0,0,0,24,None,9.53,Month-to-Month,85.95,0
3312-ZWLGF,0,69,1,0,0,29,None,10.55,Month-to-Month,79.3,0
7346-MEDWM,1,48,0,0,0,59,Offer B,31.23,Month-to-Month,83.25,0
2404-JIBFC,1,37,1,3,1,55,None,8.39,Two Year,85.1,0
4795-KTRTH,1,68,1,0,1,5,Offer E,47.28,Month-to-Month,81.0,1
5914-XRFQB,0,58,1,0,0,72,None,43.12,Two Year,115.8,0
2164-SOQXL,1,31,1,2,10,20,None,14.79,Month-to-Month,20.05,0
5055-MGMGF,1,35,1,0,3,65,Offer B,40.71,Month-to-Month,105.05,0
9873-MNDKV,1,59,0,0,0,11,Offer D,29.16,Month-to-Month,44.65,0
4548-SDBKE,1,26,0,0,0,5,Offer E,34.49,Month-to-Month,85.2,1
0347-UBKUZ,1,46,0,0,0,15,None,2.74,Month-to-Month,19.9,0
3460-TJBWI,0,58,1,3,1,24,None,7.37,Two Year,24.2,0
5312-UXESG,1,43,0,0,0,41,Offer B,29.19,Month-to-Month,98.05,0
4429-WYGFR,0,36,0,0,0,26,Offer C,44.11,Month-to-Month,49.15,0
4835-YSJMR,0,59,0,0,0,39,Offer C,3.93,Two Year,49.8,0
9107-UKCKY,0,36,1,0,7,61,Offer B,27.88,One Year,79.8,0
6223-DHJGV,1,56,0,0,0,42,None,23.25,One Year,20.65,0
7240-FQLHE,1,68,1,0,1,18,None,25.27,Month-to-Month,99.75,1
0784-ZQJZX,0,22,0,1,0,72,None,31.93,Two Year,19.9,0
9114-VEPUF,0,19,1,0,4,62,Offer B,30.51,One Year,96.1,0
1775-KWJKQ,0,41,1,0,5,72,None,26.96,Two Year,89.85,0
7197-VOJMM,0,59,1,0,0,67,None,47.46,Two Year,69.2,0
7858-GTZSP,1,33,0,0,0,12,Offer D,18.75,Month-to-Month,86.55,0
9185-TQCVP,0,27,1,0,1,14,None,21.3,Month-to-Month,85.15,1
1222-LRYKO,0,21,0,3,0,6,Offer E,38.28,Month-to-Month,26.35,0
3521-MNKLV,0,25,0,0,0,24,None,38.68,Month-to-Month,49.7,0
2267-WTPYD,1,77,1,0,1,57,None,23.05,Month-to-Month,94.0,0
1492-QGCLU,0,51,1,2,5,53,None,26.84,Month-to-Month,85.7,0
1137-DGOWI,1,53,1,0,7,30,None,17.33,One Year,70.25,0
8473-VUVJN,0,80,0,0,0,1,None,39.88,Month-to-Month,73.65,1
6837-HAEVO,0,47,1,2,9,69,Offer A,22.49,Two Year,105.0,0
3976-BWUCK,1,63,1,0,1,30,None,7.01,Month-to-Month,94.1,1
4830-FAXFM,0,62,0,2,0,19,Offer D,14.48,Month-to-Month,24.1,0
9063-ZGTUY,1,22,1,0,3,61,None,46.27,Month-to-Month,19.4,1
5712-VBOXD,1,53,0,0,0,4,Offer E,1.3,Month-to-Month,20.15,0
2400-XIWIO,1,30,1,0,2,71,None,22.33,Two Year,90.1,0
1194-HVAIF,1,21,1,0,1,27,Offer C,18.42,Month-to-Month,95.0,0
7167-PCEYD,0,31,0,0,0,67,None,4.72,Two Year,19.8,0
4182-BGSIQ,1,46,1,1,6,10,Offer D,19.05,Month-to-Month,19.8,0
8234-GSZYK,0,39,0,0,0,43,None,28.9,Two Year,26.45,0
3070-BDOQC,1,38,0,0,0,60,None,16.81,Two Year,99.65,0
7225-IILWY,0,36,1,1,10,68,None,26.83,Two Year,25.75,0
2195-ZRVAX,1,40,1,0,1,47,None,44.26,Month-to-Month,85.3,1
0434-CSFON,1,34,1,0,3,47,Offer B,38.15,Month-to-Month,100.5,0
2141-RRYGO,1,51,0,0,0,4,Offer E,10.64,Month-to-Month,68.65,1
6502-HCJTI,0,78,1,0,0,7,None,9.7,Month-to-Month,94.7,1
1697-NVVGY,0,71,1,0,1,19,None,30.44,Month-to-Month,66.4,0
9565-DJPIB,1,64,0,0,0,4,Offer E,36.76,Month-to-Month,89.6,1
6559-RAKOZ,0,61,1,1,7,49,Offer B,16.02,One Year,97.95,0
1689-YQBYY,1,43,0,1,0,12,Offer D,26.13,Month-to-Month,76.6,0
3865-ZFZIB,0,25,0,0,0,19,Offer D,34.68,Two Year,19.65,0
8559-WNQZS,0,37,0,0,0,1,Offer E,43.82,Two Year,20.45,0
1409-PHXTF,0,77,1,0,5,54,Offer B,32.56,Two Year,110.45,0
2722-JMONI,1,73,1,0,1,1,Offer E,24.24,Month-to-Month,49.55,1
6142-VSJQO,1,27,1,3,0,1,None,40.42,Month-to-Month,44.35,1
4312-KFRXN,0,61,1,0,2,72,Offer A,34.29,Two Year,25.4,0
1121-QSIVB,1,39,0,3,0,44,Offer B,5.07,One Year,77.55,0
9800-ONTFE,1,59,1,3,3,22,Offer D,4.67,Month-to-Month,75.8,0
5186-EJEGL,0,24,0,0,0,9,None,34.43,Month-to-Month,69.5,0
7067-KSAZT,1,66,1,0,1,65,None,18.69,One Year,106.25,1
9029-FEGVJ,1,68,1,0,2,32,Offer C,2.17,Two Year,79.3,0
0363-QJVFX,0,22,0,0,0,32,Offer C,27.69,Month-to-Month,108.15,1
9717-QEBGU,0,51,0,0,0,2,Offer E,1.57,Month-to-Month,70.3,0
6064-PUPMC,0,59,1,2,4,23,None,37.86,One Year,57.2,0
8760-ZRHKE,1,80,1,1,7,71,None,48.59,One Year,69.2,0
1455-ESIQH,0,44,0,0,0,1,None,16.06,Month-to-Month,89.1,1
1206-EHBDD,1,56,1,0,9,56,Offer B,4.24,Two Year,80.3,0
8313-NDOIA,1,48,0,0,0,24,None,38.79,Month-to-Month,104.15,0
3186-AJIEK,0,44,0,0,0,66,None,30.96,Two Year,105.65,0
5855-EIBDE,1,35,1,0,10,49,None,40.67,Two Year,106.65,0
4597-NUCQV,0,65,0,0,0,24,None,28.98,Month-to-Month,101.25,1
3521-SYVOR,1,26,0,0,0,37,Offer C,3.27,Month-to-Month,64.75,1
1833-TCXKK,0,50,1,0,0,45,Offer B,29.81,Month-to-Month,107.75,0
2982-IHMFT,1,75,0,0,0,1,None,39.61,Month-to-Month,74.45,1
6582-OIVSP,1,25,0,0,0,1,None,47.36,Month-to-Month,45.3,0
9774-NRNAU,0,77,1,0,5,27,None,33.57,One Year,84.8,0
4091-TVOCN,0,51,0,0,0,48,Offer B,2.53,One Year,78.75,0
5228-EXCET,0,40,0,0,0,13,None,12.54,Month-to-Month,80.85,1
8835-VSDSE,1,28,1,0,1,2,Offer E,9.76,Month-to-Month,70.7,1
2342-CKIAO,1,39,0,0,0,2,None,12.68,Month-to-Month,20.3,0
9259-PACGQ,1,19,1,0,1,34,None,41.32,Month-to-Month,62.65,1
2017-CCBLH,1,55,0,0,0,8,None,23.46,Two Year,20.0,0
3701-SFMUH,0,63,1,3,6,7,Offer E,5.17,Month-to-Month,69.7,0
2927-CVULT,1,64,1,1,1,53,Offer B,28.36,Two Year,104.05,0
9570-KYEUA,0,38,0,0,0,64,Offer B,36.54,Two Year,99.25,0
8096-LOIST,1,57,0,0,0,19,Offer D,40.22,Month-to-Month,56.2,0
5448-VWNAM,1,49,0,3,0,19,Offer D,8.02,Month-to-Month,75.9,0
4291-SHSBH,0,25,0,0,0,7,Offer E,8.95,Month-to-Month,69.55,0
8402-OOOHJ,1,53,0,0,0,41,None,31.62,Two Year,20.65,0
2516-XSJKX,1,20,1,2,1,41,None,32.29,Two Year,78.45,0
1850-AKQEP,0,61,0,1,0,8,None,14.37,Month-to-Month,20.35,0
2195-VVRJF,0,74,1,0,6,18,None,5.73,Two Year,59.1,0
1591-NFNLQ,0,38,0,0,0,51,None,5.62,Month-to-Month,80.0,1
4806-DXQCE,1,77,1,0,7,70,None,35.39,Two Year,113.65,0
3890-RTCMS,0,29,0,0,0,16,None,48.45,Month-to-Month,49.45,0
7096-ZNBZI,1,21,1,0,1,72,Offer A,22.22,Two Year,26.45,0
3274-NSDWE,1,37,0,0,0,68,None,32.99,Two Year,19.6,0
7153-OANIO,0,48,0,0,0,1,Offer E,27.58,Month-to-Month,69.95,1
0219-QAERP,0,33,1,0,2,30,None,9.81,One Year,19.8,0
3549-ZTMNH,0,56,1,1,0,12,None,26.17,Two Year,24.0,0
7564-GHCVB,1,27,1,0,5,72,Offer A,7.29,Two Year,79.05,0
3580-HYCSP,0,44,1,4,10,72,None,33.01,Two Year,110.3,0
2143-LJULT,1,55,1,0,1,67,None,35.34,Two Year,25.25,0
6585-WCEWR,0,24,1,1,1,72,None,22.78,Two Year,20.35,0
7892-POOKP,1,23,1,3,0,28,Offer C,4.89,Month-to-Month,104.8,1
0868-VJRDR,0,61,1,0,1,64,None,4.76,Two Year,104.05,0
1724-BQUHA,0,67,0,0,0,5,None,45.72,Month-to-Month,89.5,1
2272-WUSPA,1,48,1,0,1,72,None,39.74,Two Year,110.75,0
3627-FHKBK,1,28,0,0,0,1,None,4.13,Month-to-Month,75.3,1
6362-QHAFM,0,53,1,0,1,42,None,42.45,One Year,108.3,0
8544-JNBOX,0,31,0,0,0,72,Offer A,23.43,Two Year,20.8,0
0307-BCOPK,1,62,0,0,0,16,Offer D,41.51,One Year,19.05,0
7576-JMYWV,1,76,1,1,7,46,Offer B,20.42,Two Year,110.2,0
2203-GHNWN,1,24,1,0,2,24,None,44.93,Month-to-Month,79.65,0
8165-ZJRNM,1,62,1,1,7,72,Offer A,21.14,Two Year,23.75,0
6121-VZNQB,1,35,0,0,0,1,None,34.79,Month-to-Month,19.1,1
6670-MFRPK,0,53,1,1,5,69,Offer A,21.56,Two Year,79.2,0
8903-XEBGX,0,22,0,1,0,2,Offer E,43.93,Month-to-Month,55.3,0
1431-AIDJQ,0,44,1,1,1,33,Offer C,1.62,Two Year,82.1,0
4487-ZYJZK,1,60,1,2,1,38,None,36.72,One Year,19.6,0
3230-WYKIR,0,36,0,0,0,18,None,12.5,One Year,82.0,1
7129-ACFOG,1,56,0,0,0,5,None,49.4,Month-to-Month,53.8,0
6078-VESFR,0,78,1,0,1,13,None,36.57,Month-to-Month,70.45,0
5287-QWLKY,0,79,1,0,1,71,None,44.66,Month-to-Month,105.1,1
4256-ZWTZI,1,22,0,1,0,5,None,40.03,Month-to-Month,51.0,0
2612-RRIDN,0,25,0,0,0,4,Offer E,21.62,Month-to-Month,81.0,1
7036-ZZKBD,0,56,1,0,7,31,Offer C,25.3,Month-to-Month,66.4,0
3243-ZHOHY,1,35,0,0,0,16,Offer D,20.65,One Year,20.1,0
2178-PMGCJ,0,22,0,0,0,22,Offer D,15.77,Month-to-Month,69.7,0
1757-TCATG,0,24,1,1,4,35,Offer C,41.02,One Year,20.05,0
0709-TVGUR,1,70,0,0,0,9,None,17.56,Month-to-Month,74.55,1
0603-TPMIB,1,40,1,2,0,59,Offer B,42.37,Two Year,25.45,0
6681-ZSEXG,0,34,1,0,9,56,Offer B,35.55,Two Year,59.5,0
5461-QKNTN,0,71,1,0,1,43,None,4.59,One Year,94.3,0
7244-KXYZN,1,25,0,0,0,24,None,5.98,One Year,20.45,0
5052-PNLOS,0,50,0,0,0,3,Offer E,13.83,Month-to-Month,105.35,1
6898-RBTLU,1,47,1,1,9,49,Offer B,16.6,Two Year,-2.0,0
8161-QYMTT,0,55,0,0,0,7,None,7.37,Month-to-Month,94.1,0
1032-MAELW,1,57,1,3,8,68,None,7.47,One Year,78.45,0
7025-IWFHT,0,62,0,0,0,41,Offer B,45.22,One Year,89.55,0
1574-DYCWE,1,60,1,1,10,51,Offer B,14.54,Two Year,19.95,0
4923-ADWXJ,1,33,0,0,0,25,None,1.22,Month-to-Month,65.8,0
9150-KPBJQ,1,43,0,0,0,6,None,29.09,Two Year,19.65,0
0599-XNYDO,1,51,1,0,0,20,None,43.49,Month-to-Month,69.8,0
3129-AAQOU,1,50,1,2,4,19,Offer D,38.43,Two Year,25.6,0
9364-YKUVW,0,53,0,0,0,15,None,16.13,Month-to-Month,19.8,0
7786-WBJYI,1,31,0,0,0,4,None,30.95,Month-to-Month,77.95,1
6603-YRDCJ,0,19,1,0,3,33,Offer C,15.89,Two Year,61.05,0
0637-YLETY,1,39,0,0,0,16,Offer D,18.99,Month-to-Month,95.6,1
3178-FESZO,1,45,0,0,0,1,Offer E,20.23,Month-to-Month,100.25,1
6161-UUUTA,0,77,0,0,0,3,None,2.98,Month-to-Month,79.9,1
5702-KVQRD,0,34,1,0,2,71,Offer A,28.21,Two Year,82.55,0
5214-NLTIT,0,22,1,1,1,72,Offer A,23.7,Two Year,90.8,0
6568-POCUI,1,51,1,0,3,45,None,48.02,Two Year,95.2,0
8614-VGMMV,1,33,0,0,0,15,None,9.71,Month-to-Month,49.1,1
3644-QXEHN,0,60,1,1,1,13,Offer D,44.05,Month-to-Month,97.0,0
6064-ZATLR,1,44,0,0,0,27,None,10.55,Two Year,52.85,0
7839-NUIAA,1,27,1,1,1,61,Offer B,26.7,Month-to-Month,59.8,0
8623-ULFNQ,1,79,0,0,0,26,None,12.09,Two Year,66.05,0
5089-IFSDP,1,39,1,0,1,58,Offer B,27.99,Two Year,109.45,1
7825-ECJRF,1,43,0,1,0,19,None,28.35,Month-to-Month,106.6,1
6352-TWCAU,1,32,0,0,0,35,None,19.07,Month-to-Month,86.45,1
9812-GHVRI,1,50,0,0,0,40,Offer B,33.66,Month-to-Month,83.85,0
1644-IRKSF,1,48,1,0,5,33,None,20.02,One Year,93.8,1
6813-GZQCG,1,21,1,1,5,45,None,37.57,Two Year,24.65,0
8044-BGWPI,0,50,1,2,8,12,Offer D,33.9,Month-to-Month,21.15,0
6507-ZJSUR,0,76,1,0,6,23,None,46.82,One Year,90.45,0
2911-IJORQ,0,42,0,0,0,37,None,44.52,One Year,90.6,0
9068-FHQHD,1,42,1,3,1,40,None,3.01,Two Year,20.15,0
0572-ZJKLT,1,32,1,1,10,46,Offer B,49.26,Two Year,99.65,0
4057-FKCZK,0,40,1,2,1,58,None,29.93,Two Year,82.5,0
2000-MPKCA,1,51,0,0,0,58,Offer B,46.7,One Year,107.75,0
4619-EVPHY,1,65,1,0,2,20,None,38.85,One Year,91.0,0
2085-JVGAD,0,56,1,0,3,37,None,2.15,Month-to-Month,20.35,0
9489-UTFKA,0,76,1,0,9,8,Offer E,22.4,One Year,60.9,0
2027-WKXMW,1,49,1,0,10,63,Offer B,20.37,Month-to-Month,108.75,0
4872-VXRIL,0,22,0,0,0,56,Offer B,48.32,One Year,64.65,0
1051-GEJLJ,1,19,0,0,0,2,None,27.17,Month-to-Month,19.5,0
3038-PQIUY,1,39,0,0,0,38,None,20.14,Month-to-Month,66.15,0
8566-YPRGL,1,57,0,0,0,1,Offer E,33.02,Month-to-Month,19.5,0
9848-JQJTX,0,52,0,0,0,72,Offer A,24.53,Two Year,100.9,0
2013-SGDXK,1,27,0,0,0,1,None,1.63,Month-to-Month,84.3,1
4229-CZMLL,0,49,0,0,0,6,None,6.32,Month-to-Month,74.9,1
6341-AEVKX,1,37,1,0,5,62,Offer B,44.95,One Year,104.3,0
3902-MIVLE,0,35,1,0,3,63,Offer B,12.15,Two Year,75.7,0
6298-QDFNH,0,48,0,0,0,22,None,19.19,Month-to-Month,79.35,1
7919-ZODZZ,1,32,1,2,1,10,Offer D,42.0,One Year,65.9,0
0822-QGCXA,1,76,1,0,5,27,Offer C,3.43,Month-to-Month,83.85,0
0080-OROZO,1,38,0,0,0,35,Offer C,36.42,One Year,99.25,0
8573-JGCZW,0,27,0,0,0,17,None,47.79,One Year,19.65,0
6557-BZXLQ,0,66,0,0,0,16,Offer D,22.9,Two Year,69.65,0
8597-CWYHH,0,50,0,0,0,43,None,41.22,One Year,94.35,0
3374-TTZTK,0,26,1,0,4,52,None,49.82,Two Year,106.3,0
4547-KQRTM,1,60,0,0,0,10,None,49.7,Month-to-Month,80.05,1
6901-GOGZG,0,28,0,1,0,60,Offer B,49.96,Two Year,84.95,0
1423-BMPBQ,1,62,1,1,1,1,Offer E,28.28,Month-to-Month,19.0,0
7427-AUFPY,0,27,0,0,0,54,None,25.72,Two Year,19.65,0
6844-DZKRF,0,61,0,0,0,2,None,6.34,Month-to-Month,50.2,0
6833-JMZYP,1,54,0,0,0,15,None,15.28,Month-to-Month,94.0,0
1357-MVDOZ,0,25,1,1,7,11,Offer D,21.14,Month-to-Month,59.65,0
3669-WHAFY,1,57,1,0,7,71,Offer A,9.44,Two Year,115.15,0
3027-ZTDHO,0,21,0,0,0,1,Offer E,32.85,Month-to-Month,89.9,1
7239-HZZCX,0,21,0,0,0,1,None,29.33,Month-to-Month,19.75,1
0306-JAELE,0,61,0,0,0,5,None,31.09,Month-to-Month,96.1,1
7228-OMTPN,0,32,0,0,0,4,None,49.14,Month-to-Month,88.45,1
6516-NKQBO,0,28,1,0,1,38,None,22.05,Two Year,81.0,0
0377-JBKKT,0,21,1,3,9,22,Offer D,42.58,Month-to-Month,57.95,0
0708-LGSMF,0,56,1,0,1,13,Offer D,14.32,Month-to-Month,65.85,0
9953-ZMKSM,0,28,0,0,0,63,Offer B,4.01,Two Year,25.25,0
0402-CQAJN,1,22,0,0,0,37,None,24.04,Month-to-Month,101.9,1
1676-MQAOA,0,32,0,0,0,72,Offer A,15.03,Two Year,75.1,0
9297-FVVDH,1,33,1,0,2,57,Offer B,10.05,Two Year,84.5,0
8040-MNRTF,1,47,0,0,0,1,None,37.51,Month-to-Month,71.1,0
6653-CBBOM,1,57,0,0,0,1,Offer E,15.92,Month-to-Month,70.3,1
6990-YNRIO,0,53,1,0,0,65,None,41.88,Two Year,108.65,1
1972-XMUWV,1,46,1,0,7,65,None,10.23,Two Year,59.8,0
1810-BOHSY,0,63,1,0,7,51,Offer B,35.0,One Year,96.4,0
2842-BCQGE,0,39,0,0,0,43,Offer B,19.66,Month-to-Month,75.35,0
1131-QQZEB,0,66,1,0,7,71,Offer A,30.72,Two Year,23.95,0
2862-JVEOY,0,33,0,0,0,6,None,10.54,One Year,19.15,0
3744-ZBHON,1,64,0,0,0,3,None,31.81,Month-to-Month,20.2,0
4450-MDZFX,0,50,1,4,9,60,Offer B,38.44,Month-to-Month,74.35,0
3359-DSRKA,1,48,1,3,9,58,Offer B,11.81,Two Year,19.85,0
1725-IQNIY,0,34,1,0,1,54,None,42.09,Two Year,109.75,1
9552-TGUZV,0,57,1,0,8,8,Offer E,20.67,Month-to-Month,75.0,0
6974-DAFLI,1,54,1,0,8,55,Offer B,3.28,One Year,19.7,0
2223-GDSHL,0,41,1,1,5,71,Offer A,26.38,Two Year,116.05,0
3018-TFTSU,0,44,0,0,0,12,Offer D,18.38,Month-to-Month,81.7,1
1867-BDVFH,0,35,1,0,1,11,Offer D,9.14,Month-to-Month,74.35,1
9087-EYCPR,1,63,0,0,0,60,Offer B,39.41,Two Year,25.0,0
4183-WCSEP,0,46,0,0,0,31,None,34.38,Month-to-Month,78.45,1
9170-GYZJC,1,42,1,3,1,41,None,45.26,Month-to-Month,79.9,1
3714-XPXBW,1,43,0,0,0,37,None,42.41,Month-to-Month,78.9,0
3221-CJMSG,0,45,0,0,0,24,None,2.33,Month-to-Month,51.1,0
6137-NICCO,1,39,1,2,7,6,None,41.29,Month-to-Month,94.05,0
7519-JTWQH,1,30,0,0,0,69,Offer A,23.92,Two Year,110.5,0
2460-NGXBJ,0,65,1,1,8,11,None,28.64,One Year,75.2,0
9251-AWQGT,1,19,1,3,2,48,None,9.77,Two Year,20.0,0
2252-NKNSI,0,63,0,0,0,52,None,32.02,Two Year,85.15,0
5828-AVIPD,0,29,1,0,1,19,None,5.93,One Year,100.95,1
4694-PHWFW,1,26,0,3,0,8,None,45.87,Month-to-Month,19.95,0
6968-GMKPR,1,39,0,0,0,55,Offer B,22.34,Month-to-Month,81.55,0
8639-NHQEI,1,26,1,3,9,72,None,11.85,Two Year,95.9,0
6234-RAAPL,1,60,1,0,7,72,None,23.66,Two Year,99.9,0
9640-ZSLDC,1,29,1,5,3,53,None,31.99,One Year,60.6,0
4827-DPADN,1,28,1,3,3,72,None,24.48,Two Year,83.3,0
9112-WSNPU,1,65,0,0,0,35,None,16.91,Month-to-Month,70.55,0
3722-WPXTK,0,23,0,0,0,1,None,14.26,Month-to-Month,88.35,1
9763-PDTKK,1,59,0,0,0,4,Offer E,39.68,Month-to-Month,94.4,1
8792-AOROI,1,23,1,0,1,8,Offer E,23.68,Two Year,65.5,0
2984-MIIZL,0,51,0,0,0,4,None,7.26,Month-to-Month,74.8,1
8699-ASUFO,0,72,1,0,1,7,None,8.92,Month-to-Month,74.4,1
6350-XFYGW,0,80,0,0,0,4,None,19.0,Two Year,94.75,0
9578-FOMUK,0,53,0,3,0,15,None,32.54,Month-to-Month,24.8,0
9822-OAOVB,1,63,0,0,0,1,Offer E,6.43,Month-to-Month,55.45,0
8107-RZLNV,0,22,1,0,10,72,None,15.09,Two Year,106.3,0
3039-MJSLN,0,36,0,3,0,3,None,18.43,Month-to-Month,20.2,0
9800-OUIGR,0,61,1,1,4,66,None,7.83,Two Year,20.0,0
4879-GZLFH,1,33,1,3,10,42,None,17.75,Month-to-Month,92.15,0
7548-SEPYI,1,62,0,0,0,5,Offer E,32.12,Month-to-Month,96.25,1
3057-VJJQE,0,64,0,0,0,35,None,20.39,Two Year,55.25,0
3320-VEOYC,0,65,0,0,0,14,None,37.62,Month-to-Month,95.6,0
5630-AHZIL,1,51,0,3,0,3,Offer E,39.55,Month-to-Month,64.5,0
6633-SYEUS,1,23,0,0,0,23,None,19.96,Month-to-Month,83.2,0
4530-NDRKU,1,31,1,3,4,42,None,34.66,One Year,19.05,0
5546-QUERU,0,42,0,0,0,13,None,16.35,One Year,19.95,0
9220-CXRSC,1,56,1,2,10,69,None,39.07,Two Year,61.4,0
1346-UFHAX,1,59,0,0,0,13,Offer D,33.69,Month-to-Month,80.0,0
7188-CBBBA,1,59,0,0,0,65,None,27.68,One Year,95.5,0
0269-XFESX,0,22,1,3,1,23,None,48.02,One Year,24.35,0
0979-PHULV,0,30,1,0,2,69,Offer A,48.8,Month-to-Month,99.45,1
8207-VVMYB,1,44,1,0,1,70,None,14.15,Two Year,26.0,0
5243-SAOTC,0,36,0,0,0,54,Offer B,7.64,Month-to-Month,79.85,0
1927-QEWMY,1,51,1,0,6,72,Offer A,43.91,Two Year,20.5,0
3251-YMVWZ,0,34,0,0,0,53,Offer B,39.37,One Year,24.05,0
1608-GMEWB,0,76,0,0,0,45,Offer B,15.65,Two Year,93.9,0
5998-DZLYR,1,55,1,0,1,61,Offer B,25.14,Two Year,94.35,0
1448-CYWKC,1,61,1,3,2,58,None,43.01,One Year,105.2,0
6963-EZQEE,0,69,1,0,4,70,None,40.94,Two Year,88.55,0
9481-SFCQY,1,44,0,1,0,14,Offer D,44.14,Month-to-Month,59.8,0
3967-KXAPS,0,42,1,0,5,72,Offer A,13.59,Two Year,92.3,0
0096-FCPUF,0,58,0,0,0,30,None,2.64,Month-to-Month,64.5,0
8182-PNAGI,0,50,0,0,0,12,None,46.58,Month-to-Month,50.25,1
2604-XVDAM,1,54,0,0,0,12,Offer D,6.56,Month-to-Month,43.8,0
3161-ONRWK,0,35,1,0,4,60,Offer B,43.57,One Year,65.85,0
3612-YUNGG,0,53,1,1,1,64,None,13.73,Two Year,109.2,0
4881-GQJTW,0,64,0,0,0,14,Offer D,8.54,Month-to-Month,19.6,0
7997-EASSD,1,56,1,0,1,63,Offer B,38.85,One Year,81.2,0
4640-UHDOS,1,60,1,0,3,13,Offer D,19.05,Month-to-Month,55.95,1
8707-HOEDG,1,26,1,3,4,70,None,5.51,Two Year,110.2,0
5196-SGOAK,1,39,0,0,0,1,Offer E,9.05,Month-to-Month,75.7,1
7663-YJHSN,1,33,1,0,10,72,Offer A,44.27,Two Year,103.95,0
8200-LGKSR,0,47,1,0,6,71,None,35.09,Two Year,83.2,0
9824-QCJPK,0,47,1,0,7,36,None,21.77,One Year,20.0,0
3511-APPBJ,0,21,0,0,0,23,None,41.94,One Year,99.95,0
5299-RULOA,1,62,1,2,1,10,None,24.48,Month-to-Month,100.25,1
1228-ZLNBX,0,25,0,0,0,21,None,3.26,Month-to-Month,75.3,0
4220-TINQT,1,41,1,0,3,61,None,27.63,Month-to-Month,106.35,0
5858-EAFCZ,0,45,0,0,0,1,None,23.34,Month-to-Month,44.45,0
0750-EKNGL,0,44,0,0,0,7,Offer E,47.19,Month-to-Month,20.75,0
1656-DRSMG,1,40,0,0,0,63,Offer B,19.01,Month-to-Month,109.85,0
3716-UVSPD,0,54,0,0,0,1,None,14.97,Month-to-Month,-1.0,0
3137-LUPIX,1,58,0,0,0,4,None,1.1,Month-to-Month,64.4,0
6284-KMNUF,1,33,1,0,10,56,Offer B,37.5,One Year,98.0,0
0129-KPTWJ,0,39,1,0,9,72,None,33.22,Month-to-Month,94.65,0
3717-OEAUQ,0,37,0,0,0,2,Offer E,2.72,Month-to-Month,-1.0,0
5334-JLAXU,1,44,1,0,8,60,Offer B,15.54,Month-to-Month,94.1,0
1403-GYAFU,0,47,1,2,5,70,Offer A,48.57,Two Year,20.05,0
3230-JCNZS,1,43,1,2,4,71,Offer A,15.73,Two Year,99.0,0
8099-MZPUJ,0,49,1,2,10,48,None,12.57,Two Year,111.8,0
4190-MFLUW,1,21,1,0,6,10,None,9.41,Month-to-Month,55.2,1
3137-NYQQI,0,32,1,0,2,17,Offer D,45.35,One Year,64.8,0
1474-JUWSM,1,24,1,0,8,58,None,26.99,One Year,68.4,0
1928-BXYIV,0,47,0,0,0,1,Offer E,17.07,Month-to-Month,61.15,0
9507-EXLTT,1,30,1,0,2,1,Offer E,23.63,Month-to-Month,79.35,1
6479-OAUSD,0,41,0,0,0,25,Offer C,7.17,One Year,19.9,0
2900-PHPLN,1,73,1,0,2,70,Offer A,15.9,Two Year,19.55,0
9512-UIBFX,0,52,1,0,6,18,None,1.51,Month-to-Month,95.15,1
2176-LVPNX,1,69,0,0,0,71,Offer A,37.39,Two Year,89.85,0
9092-GDZKO,0,49,0,0,0,22,Offer D,22.97,Month-to-Month,24.85,0
5376-PCKNB,0,35,1,1,5,72,Offer A,17.49,One Year,104.45,0
9508-ILZDG,1,79,0,0,0,34,None,14.23,Two Year,96.35,0
2344-JMOGN,0,54,1,0,1,9,None,17.47,Month-to-Month,94.85,1
9715-SBVSU,0,20,1,1,3,14,None,10.74,Two Year,61.4,0
7943-RQCHR,1,34,0,0,0,9,Offer E,10.07,Month-to-Month,94.75,1
2851-MMUTZ,1,29,0,0,0,27,None,1.31,Month-to-Month,56.15,0
9588-YRFHY,0,19,0,0,0,49,Offer B,6.26,Two Year,19.9,0
8782-NUUOL,0,62,0,0,0,60,None,35.13,One Year,79.0,0
3030-YZADT,0,57,0,0,0,9,Offer E,2.88,Month-to-Month,44.95,1
3945-GFWQL,1,33,0,1,0,12,None,5.16,Month-to-Month,44.55,1
2428-HYUNX,0,74,1,0,4,44,None,1.89,Two Year,19.35,0
2931-SVLTV,0,59,1,3,6,40,Offer B,11.5,Month-to-Month,110.1,0
8129-GMVGI,1,58,1,3,10,56,None,35.38,Two Year,20.05,0
6891-JPYFF,1,57,1,3,1,48,Offer B,30.41,Month-to-Month,105.25,0
0707-HOVVN,1,79,0,0,0,70,Offer A,47.27,Two Year,75.5,0
